,Class,Permission,apk
1202,benign,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",df6e656044dd8792a370245b1c199cd63e104cd29e1e72190e265b2fa56eb418.apk
1203,benign,"['android.permission.MODIFY_AUDIO_SETTINGS', 'com.community.matrimony.permission.MAPS_RECEIVE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'com.community.matrimony.permission.C2D_MESSAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.CHANGE_NETWORK_STATE']",df713daa0a32cf80be4eddcdcc850e3761af22add1ed1776612b3f383ad39259.apk
1204,benign,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.GET_TASKS', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.GET_ACCOUNTS', 'com.maisonneuve.radio.permission.C2D_MESSAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",df801e94d017bae3155886e4e16b752bcc979a740335cadfa671393bb8bf4143.apk
1205,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",dfa14e2e455a4212aa680d1d1f95ec5d2d07e54695a97c9ea0c67ba491fd63cc.apk
1206,benign,"['android.permission.SET_WALLPAPER', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",dfad52ca493abe942f76b296cbce343970916fb3457fd89169e469140816bcf8.apk
1207,benign,"['android.permission.SYSTEM_ALERT_WINDOW', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'com.flyperinc.cornerfly.permission.C2D_MESSAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",dff38db88de6aad551a87479424b6561025facf049e30378e4f6b80926b73084.apk
1208,benign,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'roomiemobile.roompik.permission.C2D_MESSAGE', 'android.permission.READ_INTERNAL_STORAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']",dfff3511c2343a582bc6a7670417b8e9a87848b6dedbc5179526be95e169119a.apk
1209,benign,"['android.permission.RECEIVE_SMS', 'android.permission.USE_CREDENTIALS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.READ_PHONE_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_INTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK', 'com.example.gcm.permission.C2D_MESSAGE']",e00ab0ce5fd29ffa1b1785bfbbc9f12ffbbcd77c3f5892c4dbaae76d7fd247d1.apk
1210,benign,"['android.permission.DISABLE_KEYGUARD', 'android.permission.WIFI_STATE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission..BILLING', 'android.permission.NETWORK_STATE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'air.br.com.megajogos.mobile.permission.C2D_MESSAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e019683971224ec84cceef3e7437482788426b4bd81aa2b65b0c8fc45805331e.apk
1211,benign,"['com.symantec.wifisecurity.permission.C2D_MESSAGE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e0476380f5df47d3a76a89c40217824783dd320e44969296f40f52b4ec0ffd70.apk
1212,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_PHONE_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'net.infojobs.mobile.android.permission.C2D_MESSAGE', 'android.permission.WAKE_LOCK']",e0531a833e7808b213fc120fcf8b440039202a8265663ff8cbff86943cc861e3.apk
1213,benign,"['com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.GET_TASKS', 'android.permission.CAMERA', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.FLASHLIGHT']",e05523c6c17b0a0289da23203c9bbac5f990ca190e7ed1e1eba8476236d1fc07.apk
1214,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'com.sevencsolutions.myfinances.permission.C2D_MESSAGE', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e056872316ed28354e4ca6e064e86aca14d342814d07142d6fefcba9a655034f.apk
1215,benign,"['android.permission.RECEIVE_SMS', 'android.permission.USE_CREDENTIALS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",e0608f1418806f3a361de248ac211302ca58dddd6481abaef9f2e7021f643f22.apk
1216,benign,"['com.kiddoware.kidsafebrowser.permissions.services.ADDONS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.BLUETOOTH', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.kiddoware.kidsplace.KPService.permission.Access', 'android.permission.INTERNET']",e06d6fd368252134a8a4d6d369e0d6dd96fd2c4c0460e7c18af8fbc08f60bbd3.apk
1217,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_ACCOUNTS', 'com.solodroid.gkdigest.permission.C2D_MESSAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e092f18acce7cc7879651963f9a939c16adcd80d797032044aac7268f4cb6d03.apk
1218,benign,"['android.permission.ACCESS_FINE_LOCATION', 'com.triposo.droidguide.dublin.permission.C2D_MESSAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.android.vending.BILLING', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.CHECK_LICENSE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e093c21d878024346de4da9d7f25d30d8f88e47bf569bf9fff1c88651f55c7e7.apk
1219,benign,"['android.permission.RECORD_AUDIO', 'android.permission.USE_CREDENTIALS', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e099ccb4f5a3fd27db4a3c6787f38090c53ac598f0702460d629c49c83145650.apk
1220,benign,"['air.com.launchday.mobile.rocketleague.permission.C2D_MESSAGE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e0a7e8fea632c01af39acff5a28698975d7b2829aceb177a4fa00ff46e68a497.apk
1221,benign,"['android.permission.ACCESS_FINE_LOCATION', 'com.synology.PERMISSION_HISTORY_DATA', 'android.permission.CHANGE_WIFI_MULTICAST_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e0c89f608079cbec753667ecd64fa091d9980e99d63be1ce3fdd4e4ac87a3210.apk
1222,benign,"['android.permission.RECORD_AUDIO', 'android.permission.READ_EXTERNAL_STORAGE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",e0cde9a4bd5e521eeef7b804dffd4321bd8be6550217ad2f595d52f11666e5c0.apk
1223,benign,"['android.permission.USE_CREDENTIALS', 'com.pinkapp.permission.MAPS_RECEIVE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_CONTACTS', 'com.pinkapp.permission.C2D_MESSAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.READ_PROFILE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e0cf4ebb1f0fbe1a208722663e0c03b8c8125d459e74efa5995ef21a43da9637.apk
1224,benign,"['android.permission.DISABLE_KEYGUARD', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.PACKAGE_USAGE_STATS', 'android.permission.WRITE_SETTINGS', 'android.permission.BROADCAST_STICKY', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'gift.wojingdaile.permission.C2D_MESSAGE', 'android.permission.KILL_BACKGROUND_PROCESSES']",e0ef7ed03aa5ed6336514ec05f5bfcf7d4b0d08aa57ef937b3ced4288b9ecd6f.apk
1225,benign,"['android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e0fa649b0fc25ee13114c316bf8722cc210f800910b95d32912193a737485a2c.apk
1226,benign,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'se.tre.smart.permission.C2D_MESSAGE', 'android.permission.WAKE_LOCK']",e100416ff477a7883fab5f586a4a1d4eed0695565b5d69a86af36ee7f23235f2.apk
1227,benign,"['android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.SET_WALLPAPER', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.USE_CREDENTIALS', 'android.permission.READ_CONTACTS', 'net.zedge.android.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_ACCOUNTS', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.WRITE_CONTACTS']",e105586a8f2ae4cfa063c7558577db93f7fb396c365cd4226500c8c11ea7935a.apk
1228,benign,"['com.sharpsol.digitalvalley.pedometer.free.permission.C2D_MESSAGE', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e11d9e32ed82123acd876068cbf0727e021587005086ff89b7c691d5cff1229c.apk
1229,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'com.kii.safe.permission.C2D_MESSAGE', 'com.android.email.permission.ACCESS_PROVIDER', 'android.permission.READ_CONTACTS', 'com.google.android.c2dm.permission.SEND', 'android.permission.VIBRATE', 'com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.CAMERA', 'android.permission.READ_PROFILE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_ACCOUNTS', 'android.permission.USE_FINGERPRINT', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e1483e9b7c3c761eda12f757aa22c65e2848f65ae0872fc1cdf607770b6088a3.apk
1230,benign,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_FINE_LOCATION', 'com.creativemobile.nns.permission.C2D_MESSAGE', 'android.permission.VIBRATE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.ACCESS_WIFI_STATE', 'com.android.vending.CHECK_LICENSE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e168f10ff8c82b073321d1f80ae2ac3f28a409f39f7415a34b58342322837ebb.apk
1231,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK', 'com.android.alarm.permission.SET_ALARM']",e18601add6f128b7a2b5476c5d0f889e250c92c44848e1d29834b31ff5a9d005.apk
1232,benign,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'android.permission.RECEIVE_WAP_PUSH', 'android.permission.BLUETOOTH', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.RECEIVE_MMS']",e18e22a095a76873589adfdd1da1a03de5a97950463009a55f701b4dd48c8b33.apk
1233,benign,"['com.slideme.sam.manager.inapp.permission.BILLING', 'org.onepf.openiab.permission.BILLING', 'com.nokia.payment.BILLING', 'android.permission.ACCESS_WIFI_STATE', 'com.android.vending.BILLING', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'com.sec.android.iap.permission.BILLING']",e19e2adc08176585d36d784a7ea2ec30f3851853c85445943cdcc2ee243ceb18.apk
1234,benign,"['android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e1b399e4507e5a84686de7972287de8cc21bb34f98329328b67be5c203b0f79f.apk
1235,benign,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'com.campung.smartid.permission.C2D_MESSAGE', 'android.permission.WAKE_LOCK']",e1c2897f2d5fb64830c84fd688f443c995f5947caae251018003ad3c98268cc3.apk
1236,benign,"['android.permission.USE_CREDENTIALS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'tv.cinetrailer.mobile.b.permission.C2D_MESSAGE', 'android.permission.WAKE_LOCK']",e1c93424e0890ce96d57f0894da557c4f1f72f74e10e20ff69430222aab7893d.apk
1237,benign,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'com.nicedayapps.iss_free.permission.C2D_MESSAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e1fe71205ab1c5f452ecce7f3e05a9412599c52251ddd586922f2d3e42320dcb.apk
1238,benign,"['android.permission.RECORD_AUDIO', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.PROCESS_OUTGOING_CALLS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'com.android.vending.BILLING', 'android.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",e20b5c3af464e4bd016a9e434bed602374f9d228a76d1aa1359e97724658e012.apk
1239,benign,"['com.worldremit.android.permission.RECEIVE_ADM_MESSAGE', 'com.worldremit.android.permission.C2D_MESSAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_CONTACTS', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.amazon.device.messaging.permission.RECEIVE', 'android.permission.CAMERA', 'android.permission.READ_PROFILE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e22d4aa4ca5f108eb30912c540fbb6fcba896691513468da0e98d6b505a9462b.apk
1240,benign,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.VIBRATE', 'com.google.android.c2dm.permission.RECEIVE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.voltage.g.snjit.en.permission.C2D_MESSAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e23e8d9acd6bbab52a556c0eda1a9dd7e4dc22059c8c80d6d23a1cc5adfe0c15.apk
1241,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.CAMERA', 'com.smartsheet.android.FILE', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']",e243441e79aadcac6f12c792e7c51c8a646b710354aa9d4cacfd7cbc53355740.apk
1242,benign,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",e256061b05a45250cad8daa9c9c515e3ad68689d84f44eb51b5b6f3783fa08fc.apk
1243,benign,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'com.android.vending.BILLING']",e2573058d2eabc45f57f0deb2a1e8778eacd255e29967b132f9331a352d13ef0.apk
1244,benign,"['android.permission.RECORD_AUDIO', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE']",e25db485eeae6688f1423791f97220de2f3369c355c412a7404241f03cc1a2e4.apk
1245,benign,"['android.permission.READ_CONTACTS', 'android.permission.VIBRATE', 'android.permission.WRITE_CALENDAR', 'com.android.vending.BILLING', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.READ_CALENDAR']",e27e20c06deed5bfd40af84f6aaf543ba4014501c746a28c7838fc3137b2726b.apk
1246,benign,"['android.permission.ACCESS_FINE_LOCATION', 'com.droid27.d3flipclockweather.permission.C2D_MESSAGE', 'com.google.android.gms.permission.ACTIVITY_RECOGNITION', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.WRITE_INTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e28666645d0f6d966dcb7971e0c2441c55e821fe80f8a83f9dbc0fa06f8427f1.apk
1247,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.RESTART_PACKAGES', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.BLUETOOTH', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.INTERACT_ACROSS_USERS_FULL', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.INTERNET', 'com.kmplayer.permission.C2D_MESSAGE', 'android.permission.WAKE_LOCK']",e297e9947924a5d6fc0eaf85fdd42ffe0aa3a3bc9f5b4ebec7ee03a4731f3c03.apk
1248,benign,"['android.permission.USE_CREDENTIALS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.wake_lock', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",e2a379c9f04cf3942c3a75b5f4419db5c5e8b0d91affc4170bc1c11d37d3efc2.apk
1249,benign,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",e2de81a188567d1e572375c95cba652694a8a60f6ca018913b5d8d832851a96a.apk
1250,benign,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",e2e72643183f0dfb4b7ed9149fdc0d2a6c65b4d0801fb8336280687c45609379.apk
1251,benign,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",e30092199ffe8b3acfef1cb9d9bba849a1d6495fb6be032c5b16c0b96f037956.apk
