,Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit
21475,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,France,133508.06,156961,95906.24,6595,14.973,23.8,37601.82
21476,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Germany,,,,,,,
21477,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,United Kingdom,32191.41,41055,23689.53,1725,13.80333333,23.8,8501.88
21478,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Belgium,,,,,,,
21479,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Switzerland,,,,,,,
21480,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Austria,45526.32,52050.6,32216.73,2187,15.1325,23.8,13309.59
21481,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Italy,,,,,,,
21482,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Spain,51756.2,59166.8,36801.16,2486,14.86666667,23.8,14955.04
21483,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,United States,65635.98,76588.4,46962.62,3218.0,14.86666667,23.8,18673.36
21484,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Canada,,,,,,,
21485,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Mexico,133045.3,144228,93122.5,6060,15.53125,23.8,39922.8
21486,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Brazil,,,,,,,
21487,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Japan,18242.7,26061,13950.3,1095,12.74,23.8,4292.4
21488,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Korea,,,,,,,
21489,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,China,,,,,,,
21490,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Singapore,,,,,,,
21491,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Australia,35259.84,35985.6,24086.16,1512,15.93,23.8,11173.68
21492,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Netherlands,,,,,,,
21493,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Sweden,,,,,,,
21494,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Finland,43465.5,54359.2,31784.14,2284,14.335,23.8,11681.36
21495,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Denmark,36248.78,37247,24930.45,1565,15.93,23.8,11318.33
21496,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,France,59653.59,67449.2,42175.73,2834,15.292,23.8,17477.86
21497,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Germany,48832.08,49837.2,33357.42,2094,15.93,23.8,15474.66
21498,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,United Kingdom,,,,,,,
21499,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Belgium,13807.82,14232.4,9526.14,598,15.93,23.8,4281.68
21500,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Switzerland,7625.64,7782.6,5209.11,327,15.93,23.8,2416.53
21501,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Austria,,,,,,,
21502,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Italy,15978.28,16469.6,11023.56,692,15.93,23.8,4954.72
21503,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Sales visit,Spain,,,,,,,
21504,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,United States,450719.93,498181.6,317448.91,20932,15.49,23.8,133271.02
21505,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Canada,208496.32,219959.6,144341.3,9242,15.75277778,23.8,64155.02
21506,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Mexico,74400.22,84442.4,52787.34,3548,15.1325,23.8,21612.88
21507,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Brazil,135351.6,148535.8,94717.07,6241,15.39833333,23.8,40634.53
21508,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Japan,188723.82,204442,132066.46,8590,15.66416667,23.8,56657.36
21509,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Korea,246428.66,279935.6,175859.14,11762,15.35,23.8,70569.52
21510,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,China,346068.91,391034,246236.07,16430,15.39833333,23.8,99832.84
21511,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Singapore,216808.9,248162.6,154799.94,10427,15.292,23.8,62008.96
21512,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Australia,47888.12,54026,33743.08,2270,15.292,23.8,14145.04
21513,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Netherlands,126510.11,130400.2,87280.47,5479,15.93,23.8,39229.64
21514,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Sweden,61631.35,69258,43679.89,2910,15.292,23.8,17951.46
21515,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Finland,162233.12,175049,113397.76,7355,15.611,23.8,48835.36
21516,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Denmark,51184.69,59000.2,36549.29,2479,15.1325,23.8,14635.4
21517,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,France,78737.83,80491.6,53875.26,3382,15.93,23.8,24862.57
21518,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Germany,105821.09,120309,75151,5055,15.22111111,23.8,30670.09
21519,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,United Kingdom,260749.54,283077.2,182536.36,11894,15.62619048,23.8,78213.18
21520,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Belgium,128113.72,143752,90296.56,6040,15.35,23.8,37817.16
21521,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Switzerland,67935.84,78682.8,48492.06,3306,15.1325,23.8,19443.78
21522,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Austria,83445.49,89630.8,57950.78,3766,15.53125,23.8,25494.71
21523,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Italy,132972.29,147274.4,93659.05,6188,15.47428571,23.8,39313.24
21524,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Spain,140631.43,154247.8,98769.95,6481,15.53125,23.8,41861.48
21525,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,United States,,,,,,,
21526,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Canada,,,,,,,
21527,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Mexico,,,,,,,
21528,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Brazil,,,,,,,
21529,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Japan,,,,,,,
21530,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Korea,,,,,,,
21531,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,China,,,,,,,
21532,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Singapore,,,,,,,
21533,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Australia,,,,,,,
21534,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Netherlands,,,,,,,
21535,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Sweden,,,,,,,
21536,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Finland,,,,,,,
21537,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Denmark,,,,,,,
21538,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,France,,,,,,,
21539,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Germany,,,,,,,
21540,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,United Kingdom,,,,,,,
21541,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Belgium,,,,,,,
21542,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Switzerland,12435.06,12828.2,8586.27,539,15.93,23.8,3848.79
21543,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Austria,,,,,,,
21544,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Italy,,,,,,,
21545,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Spain,,,,,,,
21546,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,United States,14269.62,14708.4,9844.74,618,15.93,23.8,4424.88
21547,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Canada,25283.55,26061,17443.35,1095,15.93,23.8,7840.2
21548,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Mexico,,,,,,,
21549,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Brazil,,,,,,,
21550,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Japan,12399.33,12780.6,8554.41,537,15.93,23.8,3844.92
21551,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Korea,,,,,,,
21552,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,China,,,,,,,
21553,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Singapore,,,,,,,
21554,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Australia,,,,,,,
21555,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Netherlands,20491.8,29274,15670.2,1230,12.74,23.8,4821.6
21556,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Sweden,,,,,,,
21557,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Finland,,,,,,,
21558,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Denmark,,,,,,,
21559,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,France,,,,,,,
21560,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Germany,,,,,,,
21561,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,United Kingdom,,,,,,,
21562,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Belgium,,,,,,,
21563,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Switzerland,,,,,,,
21564,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Austria,,,,,,,
21565,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Italy,,,,,,,
21566,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Spain,,,,,,,
21567,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,United States,,,,,,,
21568,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Canada,55376.38,63879.2,39483.18,2684,15.1325,23.8,15893.2
21569,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Mexico,,,,,,,
21570,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Brazil,,,,,,,
21571,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Japan,123781.71,136754.8,87064.59,5746,15.53125,23.8,36717.12
21572,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Korea,,,,,,,
21573,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,China,,,,,,,
21574,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Singapore,,,,,,,
21575,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Australia,,,,,,,
21576,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Netherlands,,,,,,,
21577,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Sweden,,,,,,,
21578,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Finland,,,,,,,
21579,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Denmark,,,,,,,
21580,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,France,,,,,,,
21581,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Germany,118692.51,135874.2,84513.33,5709,15.292,23.8,34179.18
21582,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,United Kingdom,,,,,,,
21583,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Belgium,,,,,,,
21584,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Switzerland,,,,,,,
21585,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Austria,,,,,,,
21586,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Italy,75246.38,86037,53506.94,3615,15.1325,23.8,21739.44
21587,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Spain,,,,,,,
21588,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,United States,,,,,,,
21589,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Canada,,,,,,,
21590,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Mexico,,,,,,,
21591,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Brazil,,,,,,,
21592,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Japan,,,,,,,
21593,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Korea,,,,,,,
21594,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,China,,,,,,,
21595,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Singapore,,,,,,,
21596,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Australia,,,,,,,
21597,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Netherlands,,,,,,,
21598,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Sweden,,,,,,,
21599,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Finland,,,,,,,
21600,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Denmark,,,,,,,
21601,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,France,10027.6,10234,6849.9,430,15.93,23.8,3177.7
21602,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Germany,,,,,,,
21603,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,United Kingdom,,,,,,,
21604,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Belgium,,,,,,,
21605,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Switzerland,8768.32,8948.8,5989.68,376,15.93,23.8,2778.64
21606,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Austria,,,,,,,
21607,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Italy,,,,,,,
21608,2005,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Spain,15839.74,16326.8,10927.98,686,15.93,23.8,4911.76
21609,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,United States,62457.27,81189.78,18855.55,22183,0.85,3.66,43601.72
21610,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Canada,,,,,,,
21611,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Mexico,,,,,,,
21612,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Brazil,,,,,,,
21613,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Japan,4849.3,4999.56,1161.1,1366,0.85,3.66,3688.2
21614,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Korea,5200.75,5361.9,1245.25,1465,0.85,3.66,3955.5
21615,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,China,6177.6,6441.6,1496,1760,0.85,3.66,4681.6
21616,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Singapore,18020.34,18790.44,4363.9,5134,0.85,3.66,13656.44
21617,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Australia,15658.04,19167.42,4451.45,5237,0.85,3.66,11206.59
21618,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Netherlands,17156.4,22091.76,5130.6,6036,0.85,3.66,12025.8
21619,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Sweden,,,,,,,
21620,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Finland,,,,,,,
21621,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Denmark,,,,,,,
21622,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,France,30530.29,36025.38,8366.55,9843,0.85,3.66,22163.74
21623,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Germany,,,,,,,
21624,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,United Kingdom,9735.59,10017.42,2326.45,2737,0.85,3.66,7409.14
21625,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Belgium,,,,,,,
21626,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Switzerland,,,,,,,
21627,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Austria,8856.53,9029.22,2096.95,2467,0.85,3.66,6759.58
21628,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Italy,,,,,,,
21629,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Spain,4884.8,5036.16,1169.6,1376,0.85,3.66,3715.2
21630,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,United States,5458.05,5691.3,1321.75,1555,0.85,3.66,4136.3
21631,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Canada,6510.71,6679.5,1551.25,1825,0.85,3.66,4959.46
21632,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Mexico,38256.16,43524.72,10108.2,11892,0.85,3.66,28147.96
21633,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Brazil,,,,,,,
21634,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Japan,,,,,,,
21635,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Korea,6188.13,6452.58,1498.55,1763,0.85,3.66,4689.58
21636,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,China,6395.22,6668.52,1548.7,1822,0.85,3.66,4846.52
21637,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Singapore,,,,,,,
21638,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Australia,5194.73,5296.02,1229.95,1447,0.85,3.66,3964.78
21639,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Netherlands,4906.1,5058.12,1174.7,1382,0.85,3.66,3731.4
21640,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Sweden,,,,,,,
21641,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Finland,,,,,,,
21642,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Denmark,2810.97,2865.78,665.55,783,0.85,3.66,2145.42
21643,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,France,10891.01,14698.56,3413.6,4016,0.85,3.66,7477.41
21644,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Germany,9218.09,9439.14,2192.15,2579,0.85,3.66,7025.94
21645,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,United Kingdom,,,,,,,
21646,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Belgium,5851.7,5965.8,1385.5,1630,0.85,3.66,4466.2
21647,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Switzerland,10720.61,13212.6,3068.5,3610,0.85,3.66,7652.11
21648,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Austria,,,,,,,
21649,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Italy,13319.6,13732.32,3189.2,3752,0.85,3.66,10130.4
21650,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Spain,,,,,,,
21651,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,United States,163315.74,191615.64,44500.9,52354,0.85,3.66,118814.84
21652,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Canada,55540.38,60115.5,13961.25,16425,0.85,3.66,41579.13
21653,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Mexico,18201.5,24580.56,5708.6,6716,0.85,3.66,12492.9
21654,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Brazil,40108.8,47188.38,10959.05,12893,0.85,3.66,29149.75
21655,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Japan,82332.31,98959.08,22982.3,27038,0.85,3.66,59350.01
21656,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Korea,56653.2,71692.08,16649.8,19588,0.85,3.66,40003.4
21657,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,China,91378.62,112819.5,26201.25,30825,0.85,3.66,65177.37
21658,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Singapore,54206.28,68950.74,16013.15,18839,0.85,3.66,38193.13
21659,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Australia,15058.99,17974.26,4174.35,4911,0.85,3.66,10884.64
21660,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Netherlands,23767.2,28921.32,6716.7,7902,0.85,3.66,17050.5
21661,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Sweden,20988.96,24532.98,5697.55,6703,0.85,3.66,15291.41
21662,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Finland,62083.54,73441.56,17056.1,20066,0.85,3.66,45027.44
21663,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Denmark,16178.52,20675.34,4801.65,5649,0.85,3.66,11376.87
21664,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,France,34996.78,38700.84,8987.9,10574,0.85,3.66,26008.88
21665,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Germany,48396.51,62984.94,14627.65,17209,0.85,3.66,33768.86
21666,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,United Kingdom,77304.99,92846.88,21562.8,25368,0.85,3.66,55742.19
21667,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Belgium,37477.7,45621.9,10595.25,12465,0.85,3.66,26882.45
21668,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Switzerland,16893.03,19679.82,4570.45,5377,0.85,3.66,12322.58
21669,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Austria,29409,35791.14,8312.15,9779,0.85,3.66,21096.85
21670,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Italy,41294.64,49014.72,11383.2,13392,0.85,3.66,29911.44
21671,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Spain,49666.95,60071.58,13951.05,16413,0.85,3.66,35715.9
21672,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,United States,,,,,,,
21673,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Canada,,,,,,,
21674,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Mexico,5246.9,5409.48,1256.3,1478,0.85,3.66,3990.6
21675,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Brazil,,,,,,,
21676,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Japan,,,,,,,
21677,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Korea,12032.28,12546.48,2913.8,3428,0.85,3.66,9118.48
21678,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,China,,,,,,,
21679,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Singapore,6205.68,6470.88,1502.8,1768,0.85,3.66,4702.88
21680,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Australia,,,,,,,
21681,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Netherlands,,,,,,,
21682,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Sweden,,,,,,,
21683,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Finland,,,,,,,
21684,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Denmark,,,,,,,
21685,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,France,,,,,,,
21686,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Germany,,,,,,,
21687,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,United Kingdom,,,,,,,
21688,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Belgium,,,,,,,
21689,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Switzerland,1771.45,1826.34,424.15,499,0.85,3.66,1347.3
21690,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Austria,,,,,,,
21691,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Italy,,,,,,,
21692,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Spain,,,,,,,
21693,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,United States,6305.89,6566.04,1524.9,1794,0.85,3.66,4780.99
21694,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Canada,10000.8,14230.08,3304.8,3888,0.85,3.66,6696.0
21695,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Mexico,,,,,,,
21696,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Brazil,,,,,,,
21697,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Japan,8520,8784,2040,2400,0.85,3.66,6480.0
21698,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Korea,,,,,,,
21699,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,China,,,,,,,
21700,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Singapore,,,,,,,
21701,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Australia,,,,,,,
21702,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Netherlands,2617.11,2668.14,619.65,729,0.85,3.66,1997.46
21703,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Sweden,,,,,,,
21704,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Finland,,,,,,,
21705,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Denmark,,,,,,,
21706,2005,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,France,,,,,,,
